No Pain/00-100_CTC03 HR1 15-18 _0.jpg, 0:0, no pain, 0.68628 
Pain/03-101_CTC02 BL 21-24 _3.jpg, 0:0, no pain, 0.61517 
Pain/03-104_J05 CFA 24-27 _3.jpg, 0:0, pain, 0.64903 
Pain/03-105_CMS 21 BL 000-003_3.jpg, 0:0, pain, 0.64264 
Pain/03-106_R3S F1 BL 18-21 _3.jpg, 0:0, pain, 0.73632 
Pain/03-109_CMS 21 BL 024-027_3.jpg, 0:0, pain, 0.62375 
Pain/03-109_J02 AMG 12-15 _3.jpg, 0:0, pain, 0.79826 
Pain/03-110_A14 BL 27-30_3.jpg, 0:0, no pain, 0.61028 
Pain/03-110_R3S F3 ZYM.25 00-03 _3.jpg, 0:0, pain, 0.55707 
Pain/03-111_CBA M3 ZYM.25 03-06_3.jpg, 0:0, pain, 0.56527 
Pain/03-111_CTC08 HR1 00-03 _3.jpg, 0:0, no pain, 0.64269 
Pain/03-112_CTC08 HR1 15-18 _3.jpg, 0:0, no pain, 0.70497 
Pain/03-114_J06 AMG 18-21 _3.jpg, 0:0, no pain, 0.66094 
Pain/03-116_CTC08 HR1 03-06 _3.jpg, 0:0, no pain, 0.70687 
Pain/03-119_A08 PI 06-09_3.jpg, 0:0, no pain, 0.69905 
Pain/03-119_R3S M4 ZYM.25 24-27 _3.jpg, 0:0, pain, 0.71567 
Pain/03-11_CTC02 HR6 15-18 _3.jpg, 0:0, no pain, 0.78578 
Pain/03-120_A06 PI 18*21_3.jpg, 0:0, pain, 0.83988 
Pain/03-121_AD09 T 9-12_3.jpg, 0:0, pain, 0.78303 
Pain/03-123_CTC08 HR24 27-30 _3.jpg, 0:0, pain, 0.52537 
Pain/03-124_J05 AMG 12-15 _3.jpg, 0:0, pain, 0.50470 
Pain/03-128_AD05 BL 9-12_3.jpg, 0:0, no pain, 0.54266 
Pain/03-128_CMS 20 hr4 021-024_3.jpg, 0:0, no pain, 0.58737 
Pain/03-129_AJ F2 ZYM.25 15-18 _3.jpg, 0:0, pain, 0.69419 
Pain/03-12_CFM 8 hr1 006-009_3.jpg, 0:0, pain, 0.72058 
Pain/03-12_J05 BL 27-30 _3.jpg, 0:0, pain, 0.62838 
Pain/03-132_AJ F2 ZYM.25 21-24 _3.jpg, 0:0, pain, 0.69719 
Pain/03-132_J06 CFA 00-03 _3.jpg, 0:0, no pain, 0.68710 
Pain/03-135_AD07 T 15-18_3.jpg, 0:0, pain, 0.60347 
Pain/03-136_J03 AMG 12-15 _3.jpg, 0:0, no pain, 0.60690 
Pain/03-139_AD11 T 24-27_3.jpg, 0:0, no pain, 0.51082 
Pain/03-139_R3S F4 ZYM.25 09-12 _3.jpg, 0:0, no pain, 0.63647 
Pain/03-13_CTC02 HR24 12-15 _3.jpg, 0:0, pain, 0.55703 
Pain/03-13_J03 CFA 21-24 _3.jpg, 0:0, no pain, 0.51292 
Pain/03-140_CBA M1 BL 15-18_3.jpg, 0:0, pain, 0.88204 
Pain/03-140_DL126 Hr1 15-18 _3.jpg, 0:0, pain, 0.60190 
Pain/03-142_CMM 4 BL 015-018 _3.jpg, 0:0, pain, 0.61153 
Pain/03-143_A11 PI 21-24_3.jpg, 0:0, pain, 0.50223 
Pain/03-143_CMS 3 hr1 021-024 _3.jpg, 0:0, pain, 0.81788 
Pain/03-145_A06 PI 24-27w_3.jpg, 0:0, no pain, 0.67000 
Pain/03-145_CMM 4 hr1 018-021_3.jpg, 0:0, pain, 0.66622 
Pain/03-150_CTC05 HR6 18-21 _3.jpg, 0:0, no pain, 0.73446 
Pain/03-152_A04 PI 15-18_3.jpg, 0:0, pain, 0.70431 
Pain/03-152_CMM 4 BL 021-024 _3.jpg, 0:0, pain, 0.61068 
Pain/03-154_AD09 BL 9-12_3.jpg, 0:0, pain, 0.76085 
Pain/03-154_CTC06 HR24 03-06 _3.jpg, 0:0, pain, 0.72330 
Pain/03-155_A18 PI 24-27(w)_3.jpg, 0:0, pain, 0.60095 
Pain/03-155_AD01 BL 27-30_3.jpg, 0:0, pain, 0.63825 
Pain/03-157_A15 PI 12-15_3.jpg, 0:0, no pain, 0.69232 
Pain/03-157_R3S M4 ZYM.25 18-21 _3.jpg, 0:0, pain, 0.67469 
Pain/03-158_CTC03 HR4 24-27 _3.jpg, 0:0, pain, 0.55341 
Pain/03-161_CMS 3 hr4 000-003_3.jpg, 0:0, pain, 0.57689 
Pain/03-161_DL124 Hr1 27-30 _3.jpg, 0:0, no pain, 0.53030 
Pain/03-162_CMS 3 hr4 003-006_3.jpg, 0:0, pain, 0.76688 
Pain/03-165_A04 PI 15-18w_3.jpg, 0:0, pain, 0.88588 
Pain/03-165_CTC03 HR1 06-09 _3.jpg, 0:0, no pain, 0.74205 
Pain/03-165_DL126 Hr1 06-09 _3.jpg, 0:0, pain, 0.88009 
Pain/03-169_CMS 3 hr4 012-015_3.jpg, 0:0, pain, 0.56104 
Pain/03-16_CTC07 BL 12-15 _3.jpg, 0:0, no pain, 0.63717 
Pain/03-170_DL116 Hr1 03-06 _3.jpg, 0:0, pain, 0.87966 
Pain/03-172_CFM 8 hr1 012-015_3.jpg, 0:0, pain, 0.73586 
Pain/03-173_CMS 3 BL 012-015 _3.jpg, 0:0, no pain, 0.56716 
Pain/03-182_AD06 T 3-6_3.jpg, 0:0, pain, 0.70586 
Pain/03-185_A12 BL 24-27_3.jpg, 0:0, no pain, 0.74641 
Pain/03-186_A09 PI 00-03_3.jpg, 0:0, no pain, 0.74288 
Pain/03-186_CFM 10 hr1 012-015_3.jpg, 0:0, pain, 0.63330 
Pain/03-187_CFM 9 hr4 006-009_3.jpg, 0:0, pain, 0.91852 
Pain/03-189_A01 PI 24-27w_3.jpg, 0:0, no pain, 0.58689 
Pain/03-18_CFM 9 hr4 003-006_3.jpg, 0:0, pain, 0.64521 
Pain/03-192_S02 PI 21-24w_3.jpg, 0:0, no pain, 0.66327 
Pain/03-193_S02 PI 09-12_3.jpg, 0:0, pain, 0.92021 
Pain/03-197_CFP 6 BL 000-003_3.jpg, 0:0, pain, 0.71825 
Pain/03-19_CFM 10 BL 000-003_3.jpg, 0:0, no pain, 0.66107 
Pain/03-1_CMM 5 BL 027-030 _3.jpg, 0:0, pain, 0.84848 
Pain/03-200_A14 BL 24-27_3.jpg, 0:0, no pain, 0.53205 
Pain/03-200_CFM 10 hr1 003-006_3.jpg, 0:0, no pain, 0.54635 
Pain/03-202_CTC08 HR24 03-06 _3.jpg, 0:0, no pain, 0.70837 
Pain/03-207_A09 PI 09-12_3.jpg, 0:0, pain, 0.81860 
Pain/03-20_CFM 10 BL 015-018_3.jpg, 0:0, pain, 0.70533 
Pain/03-20_DL120 Hr1 12-15 _3.jpg, 0:0, pain, 0.76514 
Pain/03-20_J05 AMG 27-30 _3.jpg, 0:0, pain, 0.73268 
Pain/03-215_CFP 13 BL 000-003_3.jpg, 0:0, pain, 0.69354 
Pain/03-218_A09 PI 06-09w_3.jpg, 0:0, pain, 0.76255 
Pain/03-220_A11 PI 18-21_3.jpg, 0:0, no pain, 0.52005 
Pain/03-222_A01 PI 12-15w_3.jpg, 0:0, no pain, 0.69083 
Pain/03-228_CTC07 HR4 21-24 _3.jpg, 0:0, no pain, 0.65158 
Pain/03-230_CFM 8 BL 012-015_3.jpg, 0:0, pain, 0.75208 
Pain/03-230_CTC05 BL 27-30 _3.jpg, 0:0, no pain, 0.61426 
Pain/03-237_A08 BL 12-15_3.jpg, 0:0, no pain, 0.59969 
Pain/03-241_CFP 13 hr4 006-009_3.jpg, 0:0, pain, 0.75675 
Pain/03-244_CFP 12 BL 015-018_3.jpg, 0:0, pain, 0.85767 
Pain/03-248_DL113 BL 18-21 _3.jpg, 0:0, no pain, 0.62286 
Pain/03-24_AD02 T 6-9_3.jpg, 0:0, pain, 0.61674 
Pain/03-250_A01 PI 27-30_3.jpg, 0:0, no pain, 0.55613 
Pain/03-251_DL120 Hr1 03-06 _3.jpg, 0:0, no pain, 0.67829 
Pain/03-252_A04 PI 12-15w_3.jpg, 0:0, no pain, 0.58506 
Pain/03-260_CFM 11 hr4 000-003_3.jpg, 0:0, no pain, 0.63170 
Pain/03-260_DL115 BL 18-21 _3.jpg, 0:0, no pain, 0.63006 
Pain/03-262_A06 PI 06-09w_3.jpg, 0:0, no pain, 0.66267 
Pain/03-262_CFM 10 hr1 024-027_3.jpg, 0:0, pain, 0.83397 
Pain/03-264_A01 PI 21-24w_3.jpg, 0:0, pain, 0.75709 
Pain/03-26_AD03 T6-9_3.jpg, 0:0, no pain, 0.53969 
Pain/03-26_CBA M2 ZYM.25 12-15 _3.jpg, 0:0, no pain, 0.66654 
Pain/03-276_A18 PI 27-30(w)_3.jpg, 0:0, no pain, 0.71161 
Pain/03-278_CFM 10 hr1 021-024_3.jpg, 0:0, no pain, 0.83732 
Pain/03-279_A09 PI 03-06w_3.jpg, 0:0, pain, 0.81149 
Pain/03-279_CFP 7 BL 018-021_3.jpg, 0:0, pain, 0.67861 
Pain/03-27_CBA M1 BL 21-24_3.jpg, 0:0, pain, 0.71314 
Pain/03-27_CFM 11 hr1 027-030_3.jpg, 0:0, pain, 0.89641 
Pain/03-281_CFM 17 hr1 012-015_3.jpg, 0:0, pain, 0.84871 
Pain/03-288_CFS 19 hr1 024-027_3.jpg, 0:0, pain, 0.69205 
Pain/03-295_A04 PI 06-09_3.jpg, 0:0, pain, 0.92723 
Pain/03-296_A17 PI 24-27_3.jpg, 0:0, pain, 0.52026 
Pain/03-29_CBA F1 ZYM.25 15-18 _3.jpg, 0:0, no pain, 0.61697 
Pain/03-29_CFM 10 hr4 003-006_3.jpg, 0:0, pain, 0.58574 
Pain/03-2_DL115 BL 12-15 _3.jpg, 0:0, pain, 0.51106 
Pain/03-2_J03 AMG 18-21 _3.jpg, 0:0, pain, 0.64774 
Pain/03-303_CMS 3 BL 027-030 _3.jpg, 0:0, no pain, 0.65753 
Pain/03-305_DL115 Hr1 06-09 _3.jpg, 0:0, pain, 0.83722 
Pain/03-307_DL113 Hr1 18-21 _3.jpg, 0:0, pain, 0.57031 
Pain/03-30_J02 CFA 03-06 _3.jpg, 0:0, pain, 0.52524 
Pain/03-30_R3S M4 ZYM.25 27-30 _3.jpg, 0:0, pain, 0.63867 
Pain/03-310_A18 PI 24-27_3.jpg, 0:0, pain, 0.53335 
Pain/03-318_CBA F1 ZYM.25 27-30 _3.jpg, 0:0, pain, 0.50999 
Pain/03-319_CFM 11 hr4 018-021_3.jpg, 0:0, no pain, 0.51293 
Pain/03-31_DL113Hr1 15-18 _3.jpg, 0:0, no pain, 0.52274 
Pain/03-31_J06 BL 27-30 _3.jpg, 0:0, no pain, 0.50354 
Pain/03-324_CMS 1 BL 024-027 _3.jpg, 0:0, pain, 0.88019 
Pain/03-327_A08 PI 27-30_3.jpg, 0:0, pain, 0.68316 
Pain/03-333_R3S M1 ZYM.25 00-03 _3.jpg, 0:0, no pain, 0.72539 
Pain/03-338_CMS 20 BL 024-027_3.jpg, 0:0, pain, 0.74993 
Pain/03-33_CBA F1 ZYM.25 03-06 _3.jpg, 0:0, no pain, 0.67449 
Pain/03-33_CTC01 HR6 27-30 _3.jpg, 0:0, pain, 0.61234 
Pain/03-342_CBA M2 BL 27-30 _3.jpg, 0:0, no pain, 0.79106 
Pain/03-342_S02 PI 03-06w_3.jpg, 0:0, no pain, 0.69649 
Pain/03-352_CBA M3 BL 18-21_3.jpg, 0:0, pain, 0.78279 
Pain/03-355_CFP 13 hr4 009-012_3.jpg, 0:0, pain, 0.58294 
Pain/03-356_CMS 21 hr1 027-030_3.jpg, 0:0, no pain, 0.64667 
Pain/03-357_CFM 17 hr4 012-015_3.jpg, 0:0, no pain, 0.74665 
Pain/03-35_AD05 BL 21-24_3.jpg, 0:0, no pain, 0.54269 
Pain/03-362_CFS 18 hr1 000-003 _3.jpg, 0:0, pain, 0.79343 
Pain/03-363_AJ F2 BL 27-30 _3.jpg, 0:0, pain, 0.61098 
Pain/03-363_CMM 4 BL 000-003 _3.jpg, 0:0, pain, 0.68610 
Pain/03-363_S02 PI 06-09w_3.jpg, 0:0, pain, 0.65139 
Pain/03-366_A06 PI 21-24_3.jpg, 0:0, pain, 0.74639 
Pain/03-36_AD09 T 6-9_3.jpg, 0:0, pain, 0.75978 
Pain/03-373_CFS 18 BL 024-027_3.jpg, 0:0, pain, 0.86276 
Pain/03-375_A11 PI 27-30_3.jpg, 0:0, pain, 0.60775 
Pain/03-384_CFP 7 BL 012-015_3.jpg, 0:0, pain, 0.78207 
Pain/03-398_A06 PI 15-18w_3.jpg, 0:0, pain, 0.77299 
Pain/03-39_AD08 T 3-6_3.jpg, 0:0, no pain, 0.67945 
Pain/03-400_R3S M3 ZYM.25 00-03 _3.jpg, 0:0, pain, 0.50608 
Pain/03-402_AJ F3 ZYM.25 15-18 _3.jpg, 0:0, pain, 0.86046 
Pain/03-403_CMS 3 BL 021-024 _3.jpg, 0:0, pain, 0.50734 
Pain/03-40_AD07 T 24-27_3.jpg, 0:0, no pain, 0.62784 
Pain/03-40_DL114Hr1 15-18 _3.jpg, 0:0, pain, 0.61715 
Pain/03-410_AJ F1 ZYM.25 27-30 _3.jpg, 0:0, pain, 0.72877 
Pain/03-413_S02 PI 06-09_3.jpg, 0:0, pain, 0.50613 
Pain/03-415_A15 PI 09-12_3.jpg, 0:0, pain, 0.57962 
Pain/03-415_CMS 1 hr1 000-003 _3.jpg, 0:0, pain, 0.52173 
Pain/03-41_CFP 12 hr1 024-027_3.jpg, 0:0, pain, 0.54323 
Pain/03-421_CFM 17 hr1 003-006_3.jpg, 0:0, pain, 0.63239 
Pain/03-421_S05 PI 18-21w_3.jpg, 0:0, pain, 0.74781 
Pain/03-426_CMM 4 BL 009-012 _3.jpg, 0:0, pain, 0.68685 
Pain/03-426_S05 PI 21-24w_3.jpg, 0:0, pain, 0.62453 
Pain/03-429_CBA M3 ZYM.25 24-27 _3.jpg, 0:0, no pain, 0.71304 
Pain/03-432_CBA M4 BL 06-09_3.jpg, 0:0, pain, 0.67184 
Pain/03-436_A01 PI 06-09_3.jpg, 0:0, pain, 0.74977 
Pain/03-440_A15 PI 15-18_3.jpg, 0:0, pain, 0.70269 
Pain/03-442_A08 PI 18-21w_3.jpg, 0:0, no pain, 0.70880 
Pain/03-443_A12 PI 21-24(w)_3.jpg, 0:0, pain, 0.98291 
Pain/03-452_CFS 18 hr1 027-030 _3.jpg, 0:0, pain, 0.76889 
Pain/03-454_S02 PI 24-27w_3.jpg, 0:0, pain, 0.74710 
Pain/03-45_DL113 BL 09-12 _3.jpg, 0:0, pain, 0.67744 
Pain/03-45_J05 BL 24-27 _3.jpg, 0:0, no pain, 0.65158 
Pain/03-461_AJ M1 ZYM.25 03-06 _3.jpg, 0:0, pain, 0.79967 
Pain/03-463_CFM 8 BL 015-018_3.jpg, 0:0, pain, 0.60814 
Pain/03-466_AJ F2 BL 21-24_3.jpg, 0:0, pain, 0.78151 
Pain/03-466_S01 PI 27-30w_3.jpg, 0:0, pain, 0.83843 
Pain/03-469_CBA F3 BL 15-18_3.jpg, 0:0, pain, 0.54975 
Pain/03-472_AJ M1 ZYM.25 00-03 _3.jpg, 0:0, pain, 0.51274 
Pain/03-475_CFP 6 hr1 000-003_3.jpg, 0:0, pain, 0.88356 
Pain/03-485_CFP 7 hr1 009-012_3.jpg, 0:0, pain, 0.91328 
Pain/03-488_CMS 1 BL 009-012_3.jpg, 0:0, no pain, 0.66853 
Pain/03-48_CMP 14 BL 015-018_3.jpg, 0:0, no pain, 0.72438 
Pain/03-491_CMS 1 BL 015-018 _3.jpg, 0:0, pain, 0.66447 
Pain/03-492_CFM 9 BL 027-030_3.jpg, 0:0, no pain, 0.52393 
Pain/03-495_CFM 8 BL 003-006_3.jpg, 0:0, pain, 0.66020 
Pain/03-499_A15 PI 21-24w_3.jpg, 0:0, pain, 0.59311 
Pain/03-4_DL126 BL 06-09 _3.jpg, 0:0, pain, 0.50175 
Pain/03-4_J04 AMG 21-24 _3.jpg, 0:0, no pain, 0.70109 
Pain/03-501_S05 BL 06-09_3.jpg, 0:0, pain, 0.83125 
Pain/03-503_A11 PI 24-27w_3.jpg, 0:0, pain, 0.50791 
Pain/03-504_A14 PI 03-06w_3.jpg, 0:0, no pain, 0.59045 
Pain/03-505_S02 PI 18-21w_3.jpg, 0:0, pain, 0.72171 
Pain/03-511_S02 PI 27-30_3.jpg, 0:0, pain, 0.86810 
Pain/03-516_A06 PI 18-21w_3.jpg, 0:0, pain, 0.57246 
Pain/03-51_AD04 T 12-15_3.jpg, 0:0, pain, 0.64504 
Pain/03-51_CMP 15 BL 021-024_3.jpg, 0:0, no pain, 0.53047 
Pain/03-522_A11 PI 27-30w_3.jpg, 0:0, pain, 0.76796 
Pain/03-525_A16 PI 27-30(w)_3.jpg, 0:0, no pain, 0.91712 
Pain/03-527_A08 PI 12-15w_3.jpg, 0:0, pain, 0.67990 
Pain/03-528_A14 PI 06-09_3.jpg, 0:0, pain, 0.61450 
Pain/03-52_DL124 Hr1 15-18 _3.jpg, 0:0, no pain, 0.51602 
Pain/03-52_R3S F2 ZYM.25 12-15 _3.jpg, 0:0, pain, 0.58325 
Pain/03-538_A14 PI 15-18_3.jpg, 0:0, pain, 0.73386 
Pain/03-53_AD01 T 21-24_3.jpg, 0:0, pain, 0.74438 
Pain/03-53_AJ M1 ZYM.25 24-27_3.jpg, 0:0, no pain, 0.50228 
Pain/03-543_A14 PI 27-30_3.jpg, 0:0, pain, 0.66029 
Pain/03-550_S02 PI 12-15_3.jpg, 0:0, pain, 0.89144 
Pain/03-551_S02 PI 03-06_3.jpg, 0:0, no pain, 0.51185 
Pain/03-55_CBA F3 ZYM.25 03-06 _3.jpg, 0:0, pain, 0.53134 
Pain/03-560_S05 PI 12-15_3.jpg, 0:0, pain, 0.69548 
Pain/03-56_AJ M2 ZYM.25 24-27 _3.jpg, 0:0, pain, 0.91339 
Pain/03-58_CBA F3 ZYM.25 15-18 _3.jpg, 0:0, pain, 0.55228 
Pain/03-59_AD07 T 3-6_3.jpg, 0:0, pain, 0.73317 
Pain/03-60_AD09 T 3-6_3.jpg, 0:0, pain, 0.65700 
Pain/03-66_CTC05 HR6 27-30 _3.jpg, 0:0, no pain, 0.61346 
Pain/03-68_DL125 Hr1 18-21 _3.jpg, 0:0, no pain, 0.88760 
Pain/03-69_AD07 T 27-30_3.jpg, 0:0, no pain, 0.57553 
Pain/03-69_CBA F4 BL 00-03 _3.jpg, 0:0, no pain, 0.61223 
Pain/03-6_J05 AMG 06-09 _3.jpg, 0:0, no pain, 0.63082 
Pain/03-74_R3S M1 BL 24-27_3.jpg, 0:0, no pain, 0.55213 
Pain/03-75_AD06 BL 18-21_3.jpg, 0:0, pain, 0.53496 
Pain/03-75_CTC01 HR6 09-12 _3.jpg, 0:0, no pain, 0.54796 
Pain/03-75_J01 AMG 27-30 _3.jpg, 0:0, no pain, 0.66195 
Pain/03-7_AD08 T 12-15_3.jpg, 0:0, no pain, 0.64567 
Pain/03-80_CFS 18 BL 015-018_3.jpg, 0:0, pain, 0.64026 
Pain/03-80_DL120 Hr1 00-03 _3.jpg, 0:0, no pain, 0.63353 
Pain/03-83_CFS 19 BL 021-024_3.jpg, 0:0, no pain, 0.54150 
Pain/03-83_DL125 BL 06-09 _3.jpg, 0:0, no pain, 0.81146 
Pain/03-84_CBA M3 BL 27-30_3.jpg, 0:0, no pain, 0.56340 
Pain/03-85_AD08 T 21-24_3.jpg, 0:0, no pain, 0.55192 
Pain/03-87_AD03 T 15-18_3.jpg, 0:0, pain, 0.55003 
Pain/03-87_CTC05 HR6 21-24 _3.jpg, 0:0, no pain, 0.52933 
Pain/03-87_J05 AMG 24-27 _3.jpg, 0:0, no pain, 0.65080 
Pain/03-88_AD08 T 9-12_3.jpg, 0:0, no pain, 0.62231 
Pain/03-8_R3S M1 BL 27-30 _3.jpg, 0:0, pain, 0.54258 
Pain/03-90_CBA F2 BL 09-12_3.jpg, 0:0, pain, 0.55646 
Pain/03-90_CTC08 HR24 12-15 _3.jpg, 0:0, no pain, 0.68247 
Pain/03-92_CFS 18 hr4 000-003 _3.jpg, 0:0, pain, 0.58287 
Pain/03-93_AJ M2 BL 09-12_3.jpg, 0:0, pain, 0.53732 
Pain/03-94_CTC06 BL 21-24 _3.jpg, 0:0, no pain, 0.78139 
Pain/03-95_CTC08 HR1 06-09 _3.jpg, 0:0, pain, 0.88330 
Pain/03-96_AD10 T 24-27_3.jpg, 0:0, pain, 0.86346 
Pain/03-97_CBA M1 BL 24-27_3.jpg, 0:0, no pain, 0.52285 
Pain/03-98_AJ M3 ZYM.25 15-18 _3.jpg, 0:0, pain, 0.78977 
Pain/03-99_CFS 19 hr4 021-024_3.jpg, 0:0, pain, 0.64020 
Pain/03-9_CFP 6 hr1 006-009_3.jpg, 0:0, pain, 0.72967 
Pain/04-100_AD09 T 21-24_4.jpg, 0:0, pain, 0.50721 
Pain/04-102_CMS 20 BL 009-012_4.jpg, 0:0, pain, 0.54966 
Pain/04-103_A14 PI 12-15w_4.jpg, 0:0, no pain, 0.55467 
Pain/04-103_CBA M2 ZYM.25 15-18 _4.jpg, 0:0, no pain, 0.50050 
Pain/04-105_AD01 T 0-3_4.jpg, 0:0, pain, 0.53749 
Pain/04-107_AJ F2 ZYM.25 03-06  _4.jpg, 0:0, pain, 0.77845 
Pain/04-108_A08 PI 03-06_4.jpg, 0:0, pain, 0.63361 
Pain/04-109_CBA M1 BL 27-30_4.jpg, 0:0, pain, 0.70941 
Pain/04-10_CBA F3 ZYM.25 18-21 _4.jpg, 0:0, no pain, 0.50653 
Pain/04-110_AD02 T 24-27_4.jpg, 0:0, pain, 0.65389 
Pain/04-111_A04 PI 24-27_4.jpg, 0:0, pain, 0.63150 
Pain/04-113_CMS 20 hr1 021-024_4.jpg, 0:0, pain, 0.53180 
Pain/04-113_CTC07 HR1 24-27 _4.jpg, 0:0, no pain, 0.69060 
Pain/04-114_AJ F2 ZYM.25 18-21 _4.jpg, 0:0, no pain, 0.85057 
Pain/04-114_DL126 Hr1 12-15 _4.jpg, 0:0, no pain, 0.66477 
Pain/04-116_R3S F2 ZYM.25 00-03 _4.jpg, 0:0, pain, 0.62943 
Pain/04-120_AJ M4 ZYM.25 03-06 _4.jpg, 0:0, no pain, 0.52018 
Pain/04-121_A04 PI 09-12_4.jpg, 0:0, pain, 0.67936 
Pain/04-122_A08 PI 18-21_4.jpg, 0:0, pain, 0.62201 
Pain/04-122_CTC08 BL 18-21 _4.jpg, 0:0, no pain, 0.56212 
Pain/04-125_CMS 20 hr4 012-015_4.jpg, 0:0, pain, 0.63773 
Pain/04-125_CTC08 HR4 27-30 _4.jpg, 0:0, pain, 0.74435 
Pain/04-125_J06 AMG 09-12 _4.jpg, 0:0, no pain, 0.67177 
Pain/04-126_CBA F3 ZYM.25 24-27 _4.jpg, 0:0, no pain, 0.54507 
Pain/04-127_CMS 20 hr4 018-021_4.jpg, 0:0, no pain, 0.59358 
Pain/04-129_AD07 T 18-21_4.jpg, 0:0, pain, 0.86251 
Pain/04-129_DL112 Hr1 27-30 _4.jpg, 0:0, no pain, 0.61082 
Pain/04-131_J03 AMG 09-12 _4.jpg, 0:0, no pain, 0.84068 
Pain/04-133_CTC07 HR4 18-21 _4.jpg, 0:0, pain, 0.54439 
Pain/04-137_DL123 Hr1 09-12 _4.jpg, 0:0, pain, 0.66512 
Pain/04-138_AJ F2 ZYM.25 09-12 _4.jpg, 0:0, no pain, 0.54471 
Pain/04-139_J03 BL 12-15 _4.jpg, 0:0, pain, 0.55831 
Pain/04-141_A08 PI 21-24_4.jpg, 0:0, pain, 0.94554 
Pain/04-142_CTC04 HR24 18-21 _4.jpg, 0:0, pain, 0.61960 
Pain/04-144_A04 BL 15-18_4.jpg, 0:0, pain, 0.53578 
Pain/04-146_AD02 T 12-15_4.jpg, 0:0, no pain, 0.67067 
Pain/04-147_AD10 BL 21-24_4.jpg, 0:0, pain, 0.53992 
Pain/04-147_CTC08 HR4 24-27 _4.jpg, 0:0, no pain, 0.86969 
Pain/04-148_CTC08 HR1 24-27 _4.jpg, 0:0, no pain, 0.53846 
Pain/04-14_AD12 BL 6-9_4.jpg, 0:0, pain, 0.72560 
Pain/04-151_CMM 4 BL 006-009 _4.jpg, 0:0, pain, 0.86580 
Pain/04-152_AD12 T 3-6_4.jpg, 0:0, pain, 0.69408 
Pain/04-152_CBA M3 ZYM.25 12-15 _4.jpg, 0:0, pain, 0.66633 
Pain/04-153_AD02 T 15-18_4.jpg, 0:0, pain, 0.66523 
Pain/04-155_DL115 Hr1 27-30 _4.jpg, 0:0, pain, 0.62797 
Pain/04-156_CMM 4 hr1 009-012_4.jpg, 0:0, pain, 0.55409 
Pain/04-160_AJ M4 ZYM.25 12-15 _4.jpg, 0:0, no pain, 0.80599 
Pain/04-160_CTC08 HR4 06-09 _4.jpg, 0:0, no pain, 0.51744 
Pain/04-162_AD10 T 6-9_4.jpg, 0:0, no pain, 0.53217 
Pain/04-162_CTC07 HR24 18-21 _4.jpg, 0:0, pain, 0.78857 
Pain/04-163_AD03 BL 27-30_4.jpg, 0:0, no pain, 0.59285 
Pain/04-167_AD01 T 12-15_4.jpg, 0:0, pain, 0.67236 
Pain/04-170_AD11 T 21-24_4.jpg, 0:0, pain, 0.55774 
Pain/04-176_AD08 BL 27-30_4.jpg, 0:0, no pain, 0.52177 
Pain/04-178_AD05 T 3-6_4.jpg, 0:0, pain, 0.61112 
Pain/04-181_S05 PI 21-24_4.jpg, 0:0, pain, 0.86844 
Pain/04-183_AD06 T 9-12_4.jpg, 0:0, no pain, 0.75164 
Pain/04-183_DL118 Hr1 12-15 _4.jpg, 0:0, pain, 0.66309 
Pain/04-184_A01 PI 15-18w_4.jpg, 0:0, pain, 0.78632 
Pain/04-188_CFM 9 hr1 009-012_4.jpg, 0:0, pain, 0.78489 
Pain/04-189_CTC07 HR4 06-09 _4.jpg, 0:0, no pain, 0.67012 
Pain/04-194_AD10 T 0-3_4.jpg, 0:0, no pain, 0.52529 
Pain/04-196_DL122 Hr1 06-09 _4.jpg, 0:0, no pain, 0.76987 
Pain/04-1_J05 BL 18-21 _4.jpg, 0:0, pain, 0.50354 
Pain/04-205_DL123 Hr1 00-03 _4.jpg, 0:0, pain, 0.65215 
Pain/04-208_CTC01 HR6 21-24 _4.jpg, 0:0, no pain, 0.60237 
Pain/04-209_CFP 6 BL 021-024_4.jpg, 0:0, pain, 0.73318 
Pain/04-210_A11 PI 12-18w_4.jpg, 0:0, no pain, 0.58941 
Pain/04-217_A11 PI 18-21w_4.jpg, 0:0, pain, 0.71235 
Pain/04-221_DL112 Hr1 15-18 _4.jpg, 0:0, pain, 0.74726 
Pain/04-222_CFM 9 hr4 000-003_4.jpg, 0:0, pain, 0.70505 
Pain/04-223_A09 PI 21-24_4.jpg, 0:0, pain, 0.86559 
Pain/04-224_CMM 5 hr1 003-006_4.jpg, 0:0, pain, 0.71567 
Pain/04-233_A04 PI 09-12w_4.jpg, 0:0, pain, 0.94682 
Pain/04-233_DL122 Hr1 09-12 _4.jpg, 0:0, no pain, 0.71756 
Pain/04-234_DL113 Hr1 27-30 _4.jpg, 0:0, pain, 0.79397 
Pain/04-235_DL120 Hr1 15-18 _4.jpg, 0:0, pain, 0.60836 
Pain/04-235_S05 PI 27-30_4.jpg, 0:0, pain, 0.57568 
Pain/04-239_A14 PI 06-09w_4.jpg, 0:0, pain, 0.54967 
Pain/04-23_AJ F2 ZYM.25 24-27 _4.jpg, 0:0, no pain, 0.53003 
Pain/04-241_A01 PI 24-27_4.jpg, 0:0, pain, 0.80615 
Pain/04-249_DL123 Hr1 12-15 _4.jpg, 0:0, no pain, 0.67224 
